x-axis,1,3,MATH1
second,Volt,Volt,Volt
+832.7500E-06,-1.7462311372E+00,+1.4472361654E+00,-3.2006835939E+00
+833.0000E-06,-1.6834170676E+00,+1.2914572724E+00,-2.9785156250E+00
+833.2500E-06,-1.4296482258E+00,+1.3668341562E+00,-2.8030395507E+00
+833.5000E-06,-1.2010050125E+00,+1.2914572724E+00,-2.5000000000E+00
+833.7500E-06,-1.2638190821E+00,+987.4371752E-03,-2.2558593750E+00
+834.0000E-06,-1.0477386821E+00,+962.3115476E-03,-2.0117187500E+00
+834.2500E-06,-758.7939620E-03,+929.6482310E-03,-1.6894531250E+00
+834.5000E-06,-643.2160735E-03,+680.9045154E-03,-1.3256835939E+00
+834.7500E-06,-608.0401943E-03,+414.5728602E-03,-1.0299682618E+00
+835.0000E-06,-479.8994925E-03,+243.7185902E-03,-732.4218750E-03
+835.2500E-06,-160.8040184E-03,+241.2060276E-03,-410.1562500E-03
+835.5000E-06,-75.3768838E-03,+47.7386926E-03,-129.3945311E-03
+835.7500E-06,-22.6130650E-03,-241.2060276E-03,+212.4023439E-03
+836.0000E-06,+236.1809022E-03,-326.6331621E-03,+556.6406250E-03
+836.2500E-06,+527.6381851E-03,-293.9698465E-03,+817.8710939E-03
+836.5000E-06,+482.4120551E-03,-680.9045154E-03,+1.1596679689E+00
+836.7500E-06,+540.2009994E-03,-871.8592868E-03,+1.4041137693E+00
+837.0000E-06,+798.9949666E-03,-1.0452261195E+00,+1.8405151370E+00
+837.2500E-06,+937.1859200E-03,-1.0276381798E+00,+1.9601440432E+00
+837.5000E-06,+1.0452261195E+00,-1.2437185798E+00,+2.2827148439E+00
+837.7500E-06,+952.2612960E-03,-1.5979899331E+00,+2.5463867189E+00
+838.0000E-06,+1.1306532540E+00,-1.6859296303E+00,+2.8149414061E+00
+838.2500E-06,+1.4296482258E+00,-1.4824120447E+00,+2.9077148439E+00
+838.5000E-06,+1.4472361654E+00,-1.7261306349E+00,+3.1713867189E+00
+838.7500E-06,+1.4246231004E+00,-1.8718592763E+00,+3.2910156250E+00
+839.0000E-06,+1.6030150585E+00,-1.9296482205E+00,+3.5299682620E+00
+839.2500E-06,+1.6432160630E+00,-1.9120602809E+00,+3.5522460939E+00
+839.5000E-06,+1.6457286257E+00,-2.0150753551E+00,+3.6547851561E+00
+839.7500E-06,+1.5502512396E+00,-2.1482411831E+00,+3.6914062500E+00
+840.0000E-06,+1.6934673183E+00,-2.0854271136E+00,+3.7695312500E+00
+840.2500E-06,+1.8492462113E+00,-1.9296482205E+00,+3.7695312500E+00
+840.5000E-06,+1.7311557602E+00,-2.0427135463E+00,+3.7692260745E+00
+840.7500E-06,+1.6884421930E+00,-2.0326632947E+00,+3.7133789061E+00
+841.0000E-06,+1.9221105326E+00,-1.7738693275E+00,+3.6889648439E+00
+841.2500E-06,+1.8140703321E+00,-1.7864321418E+00,+3.5961914061E+00
+841.5000E-06,+1.5653266165E+00,-1.8542713367E+00,+3.4158325194E+00
+841.7500E-06,+1.4824120447E+00,-1.7562813878E+00,+3.2348632811E+00
+842.0000E-06,+1.4522612907E+00,-1.5251256119E+00,+2.9711914061E+00
+842.2500E-06,+1.4472361654E+00,-1.3668341562E+00,+2.8125000000E+00
+842.5000E-06,+1.2110552632E+00,-1.3994974728E+00,+2.6049804689E+00
+842.7500E-06,+1.0452261195E+00,-1.2864321470E+00,+2.3242187500E+00
+843.0000E-06,+1.1984924499E+00,-891.9597891E-03,+2.0898437500E+00
+843.2500E-06,+1.0100502402E+00,-776.3819016E-03,+1.7846679689E+00
+843.5000E-06,+648.2411988E-03,-884.4221011E-03,+1.5283203123E+00
+843.7500E-06,+517.5879344E-03,-665.8291385E-03,+1.1791992189E+00
+844.0000E-06,+479.8994925E-03,-402.0100459E-03,+876.4648439E-03
+844.2500E-06,+258.7939672E-03,-241.2060276E-03,+495.6054689E-03
+844.5000E-06,-75.3768839E-03,-236.1809023E-03,+156.2500000E-03
+844.7500E-06,-253.7688419E-03,-173.3668327E-03,-87.8906250E-03
+845.0000E-06,-319.0954741E-03,+160.8040184E-03,-485.8398439E-03
+845.2500E-06,-419.5979856E-03,+304.0200971E-03,-732.4218750E-03
+845.5000E-06,-718.5929574E-03,+326.6331621E-03,-1.0546875000E+00
+845.7500E-06,-768.8442126E-03,+517.5879344E-03,-1.2890625000E+00
+846.0000E-06,-959.7989850E-03,+645.7286362E-03,-1.6088867189E+00
+846.2500E-06,-1.0904522494E+00,+713.5678321E-03,-1.8115234378E+00
+846.5000E-06,-1.3291457143E+00,+804.0200919E-03,-2.1411132811E+00
+846.7500E-06,-1.4020100355E+00,+929.6482310E-03,-2.3339843750E+00
+847.0000E-06,-1.5251256119E+00,+1.2085427005E+00,-2.7343750000E+00
+847.2500E-06,-1.6256281234E+00,+1.2688442074E+00,-2.9003906250E+00
+847.5000E-06,-1.8869346533E+00,+1.2487437051E+00,-3.1445312500E+00
+847.7500E-06,-1.8140703321E+00,+1.4824120447E+00,-3.3007812500E+00
+848.0000E-06,-1.7713567648E+00,+1.6834170677E+00,-3.4640502931E+00
+848.2500E-06,-2.0100502297E+00,+1.5904522441E+00,-3.6059570311E+00
+848.5000E-06,-2.2185929407E+00,+1.4798994820E+00,-3.7011718750E+00
+848.7500E-06,-2.0326632947E+00,+1.6658291280E+00,-3.7011718750E+00
+849.0000E-06,-1.9296482205E+00,+1.7713567648E+00,-3.7036132811E+00
+849.2500E-06,-2.0904522389E+00,+1.7336683229E+00,-3.8308715818E+00
+849.5000E-06,-2.1658291228E+00,+1.6130653091E+00,-3.7792968750E+00
+849.7500E-06,-2.0326632947E+00,+1.7462311372E+00,-3.7792968750E+00
+850.0000E-06,-1.8517587740E+00,+1.9221105326E+00,-3.7744140628E+00
+850.2500E-06,-1.8844220906E+00,+1.6708542533E+00,-3.5620117189E+00
+850.5000E-06,-1.9346733458E+00,+1.5226130493E+00,-3.4667968750E+00
+850.7500E-06,-1.7336683229E+00,+1.5628140539E+00,-3.3007812500E+00
+851.0000E-06,-1.6080401838E+00,+1.5301507372E+00,-3.1469726561E+00
+851.2500E-06,-1.5904522441E+00,+1.3216080263E+00,-2.9174804689E+00
+851.5000E-06,-1.4849246074E+00,+1.1683416959E+00,-2.6562500000E+00
+851.7500E-06,-1.3216080263E+00,+1.0904522493E+00,-2.4121093750E+00
+852.0000E-06,-967.3366729E-03,+1.1256281286E+00,-2.1020507811E+00
+852.2500E-06,-1.0452261195E+00,+866.8341614E-03,-1.9165039061E+00
+852.5000E-06,-922.1105430E-03,+685.9296408E-03,-1.6113281250E+00
+852.7500E-06,-643.2160735E-03,+701.0050178E-03,-1.3452148439E+00
+853.0000E-06,-482.4120551E-03,+484.9246178E-03,-969.5434569E-03
+853.2500E-06,-447.2361758E-03,+195.9798977E-03,-644.5312500E-03
+853.5000E-06,-321.6080368E-03,+42.7135672E-03,-368.9575194E-03
+853.7500E-06,-92.9648236E-03,-12.5628144E-03,-87.8906250E-03
+854.0000E-06,+2.5125626E-03,-238.6934649E-03,+234.3750000E-03
+854.2500E-06,+143.2160787E-03,-437.1859253E-03,+573.7304689E-03
+854.5000E-06,+278.8944695E-03,-643.2160735E-03,+915.5273439E-03
+854.7500E-06,+655.7788879E-03,-527.6381850E-03,+1.1791992189E+00
+855.0000E-06,+723.6180827E-03,-804.0200919E-03,+1.5234375000E+00
+855.2500E-06,+660.8040132E-03,-1.1884421982E+00,+1.8457031250E+00
+855.5000E-06,+798.9949666E-03,-1.2487437051E+00,+2.0431518556E+00
+855.7500E-06,+1.1834170729E+00,-1.2060301378E+00,+2.3803710939E+00
+856.0000E-06,+1.2060301378E+00,-1.4447236028E+00,+2.6440429689E+00
+856.2500E-06,+1.1708542585E+00,-1.5804019936E+00,+2.7438354494E+00
+856.5000E-06,+1.2864321470E+00,-1.7261306349E+00,+3.0053710939E+00
+856.7500E-06,+1.5276381746E+00,-1.6306532487E+00,+3.1567382811E+00
+857.0000E-06,+1.6809045050E+00,-1.6130653091E+00,+3.2885742189E+00
+857.2500E-06,+1.5276381746E+00,-2.0100502297E+00,+3.5351562500E+00
+857.5000E-06,+1.6834170677E+00,-1.8969849039E+00,+3.5766601561E+00
+857.7500E-06,+1.8266331464E+00,-1.8718592763E+00,+3.6914062500E+00
+858.0000E-06,+1.6909547556E+00,-2.0075376671E+00,+3.6914062500E+00
+858.2500E-06,+1.7512562625E+00,-2.1080401786E+00,+3.8574218750E+00
+858.5000E-06,+1.8115577694E+00,-1.9673366625E+00,+3.7695312500E+00
+858.7500E-06,+1.8718592763E+00,-1.9070351556E+00,+3.7695312500E+00
+859.0000E-06,+1.8417085234E+00,-1.8567838993E+00,+3.6914062500E+00
+859.2500E-06,+1.6708542533E+00,-1.9472361602E+00,+3.6132812500E+00
+859.5000E-06,+1.6834170677E+00,-1.7738693274E+00,+3.4570312500E+00
+859.7500E-06,+1.7462311372E+00,-1.6080401838E+00,+3.3471679689E+00
+860.0000E-06,+1.4522612907E+00,-1.7638190769E+00,+3.2128906250E+00
+860.2500E-06,+1.3040200867E+00,-1.6532663137E+00,+2.9516601561E+00
+860.5000E-06,+1.3718592815E+00,-1.3190954637E+00,+2.6831054689E+00
+860.7500E-06,+1.3316582769E+00,-1.2185929522E+00,+2.5463867189E+00
+861.0000E-06,+1.0452261195E+00,-1.2060301378E+00,+2.2460937500E+00
+861.2500E-06,+947.2361706E-03,-1.0628140591E+00,+2.0019531250E+00
+861.5000E-06,+841.7085339E-03,-846.7336591E-03,+1.6796875000E+00
+861.7500E-06,+839.1959712E-03,-550.2512499E-03,+1.3821411131E+00
+862.0000E-06,+402.0100459E-03,-643.2160735E-03,+1.0449218750E+00
+862.2500E-06,+115.5778885E-03,-670.8542637E-03,+783.6914061E-03
+862.5000E-06,+198.4924603E-03,-283.9195948E-03,+478.5156250E-03
+862.7500E-06,+22.6130649E-03,-115.5778885E-03,+134.2773439E-03
+863.0000E-06,-316.5829115E-03,-77.8894466E-03,-241.6992189E-03
+863.2500E-06,-482.4120551E-03,+62.8140695E-03,-549.3164061E-03
+863.5000E-06,-482.4120551E-03,+278.8944695E-03,-769.0429689E-03
+863.7500E-06,-608.0401942E-03,+517.5879345E-03,-1.1328125000E+00
+864.0000E-06,-809.0452172E-03,+560.3015017E-03,-1.3699340819E+00
+864.2500E-06,-1.1080401890E+00,+499.9999948E-03,-1.6113281250E+00
+864.5000E-06,-1.1683416959E+00,+836.6834086E-03,-2.0114135745E+00
+864.7500E-06,-1.2864321470E+00,+964.8241103E-03,-2.2558593750E+00
+865.0000E-06,-1.5276381746E+00,+964.8241103E-03,-2.5000000000E+00
+865.2500E-06,-1.6080401838E+00,+1.1080401890E+00,-2.7172851561E+00
+865.5000E-06,-1.6030150585E+00,+1.2914572723E+00,-2.9003906250E+00
+865.7500E-06,-1.7110552579E+00,+1.4246231005E+00,-3.1445312500E+00
+866.0000E-06,-1.9321607832E+00,+1.4422110401E+00,-3.3764648439E+00
+866.2500E-06,-1.9472361602E+00,+1.5276381746E+00,-3.4838867189E+00
+866.5000E-06,-1.8919597786E+00,+1.6834170677E+00,-3.5815429689E+00
+866.7500E-06,-2.0100502297E+00,+1.6884421930E+00,-3.7011718750E+00
+867.0000E-06,-2.2487436947E+00,+1.5326632998E+00,-3.7820434569E+00
+867.2500E-06,-2.0728642992E+00,+1.6884421930E+00,-3.7622070311E+00
+867.5000E-06,-2.0050251045E+00,+1.8542713366E+00,-3.8671875000E+00
+867.7500E-06,-2.0452261091E+00,+1.6532663136E+00,-3.7011718750E+00
+868.0000E-06,-2.0929648015E+00,+1.6834170677E+00,-3.7768554689E+00
+868.2500E-06,-1.9296482205E+00,+1.6884421930E+00,-3.6230468750E+00
+868.5000E-06,-1.8115577694E+00,+1.8065326441E+00,-3.6230468750E+00
+868.7500E-06,-1.7914572671E+00,+1.5854271189E+00,-3.3789062500E+00
+869.0000E-06,-1.8492462113E+00,+1.3693467188E+00,-3.2250976561E+00
+869.2500E-06,-1.6708542533E+00,+1.3844220959E+00,-3.0566406250E+00
+869.5000E-06,-1.3668341562E+00,+1.4472361654E+00,-2.8222656250E+00
+869.7500E-06,-1.4472361654E+00,+1.1482411936E+00,-2.6000976561E+00
+870.0000E-06,-1.3643215936E+00,+967.3366729E-03,-2.3339843750E+00
+870.2500E-06,-1.0804019988E+00,+1.0100502401E+00,-2.0996093750E+00
+870.5000E-06,-851.7587844E-03,+879.3969758E-03,-1.7361450194E+00
+870.7500E-06,-768.8442125E-03,+736.1808971E-03,-1.5112304689E+00
+871.0000E-06,-648.2411988E-03,+482.4120551E-03,-1.1376953122E+00
+871.2500E-06,-545.2261246E-03,+356.7839161E-03,-905.7617189E-03
+871.5000E-06,-321.6080368E-03,+241.2060276E-03,-566.4062500E-03
+871.7500E-06,-276.3819069E-03,+22.6130649E-03,-300.2929689E-03
+872.0000E-06,-82.9145718E-03,-160.8040184E-03,+75.6835939E-03
+872.2500E-06,+160.8040184E-03,-241.2060276E-03,+400.3906250E-03
+872.5000E-06,+364.3216040E-03,-359.2964787E-03,+722.6562500E-03
+872.7500E-06,+379.3969810E-03,-585.4271292E-03,+957.0312500E-03
+873.0000E-06,+630.6532604E-03,-733.6683332E-03,+1.3549804689E+00
+873.2500E-06,+786.4321522E-03,-821.6080316E-03,+1.6015625000E+00
+873.5000E-06,+922.1105431E-03,-1.0075376775E+00,+1.9238281250E+00
+873.7500E-06,+884.4221011E-03,-1.2638190821E+00,+2.1459960939E+00
+874.0000E-06,+889.4472263E-03,-1.4447236028E+00,+2.3266601561E+00
+874.2500E-06,+1.2864321470E+00,-1.3844220959E+00,+2.6635742189E+00
+874.5000E-06,+1.4522612906E+00,-1.4371859149E+00,+2.8857421878E+00
+874.7500E-06,+1.3090452119E+00,-1.7688442022E+00,+3.0715942381E+00
+875.0000E-06,+1.5201004867E+00,-1.6934673182E+00,+3.2104492189E+00
+875.2500E-06,+1.6884421930E+00,-1.7512562625E+00,+3.4378051756E+00
+875.5000E-06,+1.7638190769E+00,-1.8115577694E+00,+3.5717773439E+00
+875.7500E-06,+1.6080401838E+00,-2.0100502297E+00,+3.6132812500E+00
+876.0000E-06,+1.6130653090E+00,-2.0879396763E+00,+3.6938476561E+00
+876.2500E-06,+1.7587939517E+00,-2.0201004802E+00,+3.7695312500E+00
+876.5000E-06,+1.8115577694E+00,-1.9246230953E+00,+3.7280273439E+00
+876.7500E-06,+1.7110552579E+00,-2.0678391740E+00,+3.7695312500E+00
+877.0000E-06,+1.7663316395E+00,-1.9346733458E+00,+3.6938476561E+00
+877.2500E-06,+1.8492462113E+00,-1.8492462113E+00,+3.6914062500E+00
+877.5000E-06,+1.7261306350E+00,-1.8542713366E+00,+3.5766601561E+00
+877.7500E-06,+1.6206029982E+00,-1.8140703320E+00,+3.4323120119E+00
+878.0000E-06,+1.5301507372E+00,-1.7663316395E+00,+3.2910156250E+00
+878.2500E-06,+1.5452261143E+00,-1.5728643044E+00,+3.1155395506E+00
+878.5000E-06,+1.4045225982E+00,-1.4899497326E+00,+2.8906250000E+00
+878.7500E-06,+1.1708542585E+00,-1.4824120448E+00,+2.6464843750E+00
+879.0000E-06,+1.2035175752E+00,-1.2085427004E+00,+2.4023437500E+00
+879.2500E-06,+1.2160803883E+00,-954.7738598E-03,+2.1679687500E+00
+879.5000E-06,+884.4221011E-03,-1.0452261195E+00,+1.9238281250E+00
+879.7500E-06,+678.3919529E-03,-952.2612958E-03,+1.6235351561E+00
+880.0000E-06,+643.2160735E-03,-723.6180827E-03,+1.3574218750E+00
+880.2500E-06,+517.5879345E-03,-464.8241154E-03,+976.2573244E-03
+880.5000E-06,+241.2060276E-03,-444.7236131E-03,+681.4575193E-03
+880.7500E-06,-92.9648237E-03,-437.1859253E-03,+337.2192381E-03
+881.0000E-06,-80.4020092E-03,-160.8040184E-03,+78.1250000E-03
+881.2500E-06,-97.9899489E-03,+143.2160787E-03,-244.1406250E-03
+881.5000E-06,-396.9849207E-03,+165.8291436E-03,-566.4062500E-03
+881.7500E-06,-723.6180827E-03,+138.1909535E-03,-866.6992189E-03
+882.0000E-06,-726.1306453E-03,+479.8994925E-03,-1.2109375000E+00
+882.2500E-06,-804.0200919E-03,+660.8040132E-03,-1.4721679689E+00
+882.5000E-06,-1.0502512447E+00,+638.1909483E-03,-1.6894531250E+00
+882.7500E-06,-1.2864321470E+00,+804.0200919E-03,-2.0996093750E+00
+883.0000E-06,-1.3668341562E+00,+964.8241103E-03,-2.3339843750E+00
+883.2500E-06,-1.3668341562E+00,+1.1884421981E+00,-2.5610351561E+00
+883.5000E-06,-1.6407035006E+00,+1.0879396867E+00,-2.7340698246E+00
+883.7500E-06,-1.7462311373E+00,+1.2060301378E+00,-2.9565429689E+00
+884.0000E-06,-1.6934673182E+00,+1.5226130494E+00,-3.2226562500E+00
+884.2500E-06,-1.8316582717E+00,+1.4648241051E+00,-3.3007812500E+00
+884.5000E-06,-2.0954773641E+00,+1.4798994822E+00,-3.5815429689E+00
+884.7500E-06,-2.0326632946E+00,+1.5628140540E+00,-3.6010742189E+00
+885.0000E-06,-2.0075376671E+00,+1.6130653090E+00,-3.6254882811E+00
+885.2500E-06,-2.0552763595E+00,+1.7060301327E+00,-3.7622070311E+00
+885.5000E-06,-2.1708542481E+00,+1.6507537510E+00,-3.8259887693E+00
+885.7500E-06,-2.1482411832E+00,+1.6306532487E+00,-3.7792968750E+00
+886.0000E-06,-1.9321607831E+00,+1.8467336487E+00,-3.7792968750E+00
+886.2500E-06,-1.9020100304E+00,+1.7512562625E+00,-3.6572265629E+00
+886.5000E-06,-2.0527637969E+00,+1.5653266166E+00,-3.6230468750E+00
+886.7500E-06,-1.9170854060E+00,+1.6206029983E+00,-3.5449218750E+00
+887.0000E-06,-1.6884421930E+00,+1.6884421930E+00,-3.3789062500E+00
+887.2500E-06,-1.6532663136E+00,+1.5452261143E+00,-3.2055664061E+00
+887.5000E-06,-1.6884421930E+00,+1.2864321470E+00,-2.9785156250E+00
+887.7500E-06,-1.5050251097E+00,+1.3090452119E+00,-2.8222656250E+00
+888.0000E-06,-1.1306532538E+00,+1.3643215936E+00,-2.5024414061E+00
+888.2500E-06,-1.0804019989E+00,+1.2336683279E+00,-2.3168945311E+00
+888.5000E-06,-1.1256281286E+00,+846.7336591E-03,-1.9750976561E+00
+888.7500E-06,-826.6331568E-03,+919.5979805E-03,-1.7526245119E+00
+889.0000E-06,-565.3266269E-03,+804.0200919E-03,-1.3699340818E+00
+889.2500E-06,-562.8140643E-03,+580.4020040E-03,-1.1499023439E+00
+889.5000E-06,-407.0351711E-03,+354.2713536E-03,-769.0429689E-03
+889.7500E-06,-276.3819070E-03,+286.4321574E-03,-566.4062500E-03
+890.0000E-06,-75.3768840E-03,+85.4271344E-03,-166.0156250E-03
+890.2500E-06,+80.4020092E-03,-17.5879397E-03,+95.2148439E-03
+890.5000E-06,+123.1155764E-03,-359.2964788E-03,+478.5156250E-03
+890.7500E-06,+437.1859253E-03,-366.8341665E-03,+800.7812500E-03
+891.0000E-06,+640.7035109E-03,-404.5226085E-03,+1.0449218750E+00
+891.2500E-06,+517.5879345E-03,-786.4321522E-03,+1.2963867189E+00
+891.5000E-06,+638.1909483E-03,-1.0075376775E+00,+1.6381835939E+00
+891.7500E-06,+964.8241103E-03,-1.0452261195E+00,+2.0019531250E+00
+892.0000E-06,+1.0502512446E+00,-1.1984924501E+00,+2.2436523439E+00
+892.2500E-06,+1.0628140592E+00,-1.4296482257E+00,+2.4902343750E+00
+892.5000E-06,+1.1256281286E+00,-1.5653266166E+00,+2.6831054689E+00
+892.7500E-06,+1.3894472211E+00,-1.5854271189E+00,+2.9687500000E+00
+893.0000E-06,+1.6030150586E+00,-1.5301507372E+00,+3.1320190432E+00
+893.2500E-06,+1.4748743555E+00,-1.8216080213E+00,+3.2910156250E+00
+893.5000E-06,+1.4422110402E+00,-2.0150753549E+00,+3.4570312500E+00
+893.7500E-06,+1.6432160632E+00,-1.8944723411E+00,+3.5351562500E+00
+894.0000E-06,+1.7688442022E+00,-1.9271356579E+00,+3.6889648439E+00
+894.2500E-06,+1.6080401838E+00,-2.1532663084E+00,+3.7524414061E+00
+894.5000E-06,+1.6507537510E+00,-2.1708542481E+00,+3.8162231443E+00
+894.7500E-06,+1.7914572670E+00,-2.0678391740E+00,+3.8574218750E+00
+895.0000E-06,+1.9221105328E+00,-1.9346733457E+00,+3.8546752932E+00
+895.2500E-06,+1.7336683227E+00,-1.9824120397E+00,+3.7084960939E+00
+895.5000E-06,+1.5703517418E+00,-2.0904522389E+00,+3.6547851561E+00
+895.7500E-06,+1.7814070167E+00,-1.8140703319E+00,+3.5913085939E+00
+896.0000E-06,+1.6080401838E+00,-1.7713567647E+00,+3.3718872068E+00
+896.2500E-06,+1.4648241051E+00,-1.8316582716E+00,+3.2910156250E+00
+896.5000E-06,+1.4045225982E+00,-1.6507537510E+00,+3.0468750000E+00
+896.7500E-06,+1.3542713417E+00,-1.4597989799E+00,+2.8125000000E+00
+897.0000E-06,+1.2110552630E+00,-1.4422110402E+00,+2.6464843750E+00
+897.2500E-06,+1.0452261195E+00,-1.3040200867E+00,+2.3413085939E+00
+897.5000E-06,+1.0075376775E+00,-1.1206030035E+00,+2.1264648439E+00
+897.7500E-06,+977.3869248E-03,-849.2462217E-03,+1.8237304689E+00
+898.0000E-06,+723.6180827E-03,-801.5075293E-03,+1.5209960939E+00
+898.2500E-06,+374.3718559E-03,-831.6582819E-03,+1.2011718750E+00
+898.5000E-06,+396.9849208E-03,-530.1507475E-03,+920.4101561E-03
+898.7500E-06,+344.2211016E-03,-276.3819070E-03,+612.7929689E-03
+899.0000E-06,+7.5376878E-03,-314.0703490E-03,+312.5000000E-03
+899.2500E-06,-241.2060276E-03,-160.8040184E-03,-87.8906250E-03
+899.5000E-06,-316.5829116E-03,+85.4271344E-03,-410.1562500E-03
+899.7500E-06,-263.8190924E-03,+379.3969811E-03,-644.5312500E-03
+900.0000E-06,-565.3266269E-03,+399.4974834E-03,-966.7968750E-03
+900.2500E-06,-884.4221011E-03,+402.0100459E-03,-1.2890625000E+00
+900.5000E-06,-1.0075376774E+00,+557.7889392E-03,-1.5698242189E+00
+900.7500E-06,-952.2612957E-03,+874.3718508E-03,-1.8334960939E+00
+901.0000E-06,-1.2839195844E+00,+884.4221011E-03,-2.1752929689E+00
+901.2500E-06,-1.4648241051E+00,+947.2361706E-03,-2.4121093750E+00
+901.5000E-06,-1.5226130494E+00,+1.0929648118E+00,-2.6196289060E+00
+901.7500E-06,-1.5276381746E+00,+1.2864321470E+00,-2.8222656250E+00
+902.0000E-06,-1.7713567647E+00,+1.3618090311E+00,-3.1417846682E+00
+902.2500E-06,-1.8844220908E+00,+1.3492462165E+00,-3.2397460940E+00
+902.5000E-06,-1.8919597785E+00,+1.4849246074E+00,-3.3789062500E+00
+902.7500E-06,-1.8944723411E+00,+1.6658291281E+00,-3.5668945310E+00
+903.0000E-06,-2.0929648015E+00,+1.6080401838E+00,-3.7036132810E+00
+903.2500E-06,-2.1356783687E+00,+1.5628140540E+00,-3.7011718750E+00
+903.5000E-06,-2.0050251046E+00,+1.8542713365E+00,-3.8671875000E+00
+903.7500E-06,-1.9648241000E+00,+1.8140703319E+00,-3.7792968750E+00
+904.0000E-06,-2.0125627923E+00,+1.6884421930E+00,-3.7036132810E+00
+904.2500E-06,-2.1080401786E+00,+1.6708542533E+00,-3.7792968750E+00
+904.5000E-06,-1.9296482205E+00,+1.8115577693E+00,-3.7426757810E+00
+904.7500E-06,-1.7688442022E+00,+1.8040200816E+00,-3.5791015629E+00
+905.0000E-06,-1.9271356580E+00,+1.5301507372E+00,-3.4667968750E+00
+905.2500E-06,-1.8140703319E+00,+1.4195979754E+00,-3.2397460940E+00
+905.5000E-06,-1.5703517418E+00,+1.6457286258E+00,-3.2226562500E+00
+905.7500E-06,-1.4472361654E+00,+1.4120602860E+00,-2.8662109371E+00
+906.0000E-06,-1.5226130494E+00,+1.2110552630E+00,-2.7343750000E+00
+906.2500E-06,-1.3216080265E+00,+1.1708542584E+00,-2.5000000000E+00
+906.5000E-06,-1.0025125523E+00,+1.1683416958E+00,-2.1777343750E+00
+906.7500E-06,-907.0351660E-03,+1.0226130546E+00,-1.9335937500E+00
+907.0000E-06,-886.9346637E-03,+798.9949667E-03,-1.6870117190E+00
+907.2500E-06,-768.8442124E-03,+580.4020040E-03,-1.3500976560E+00
+907.5000E-06,-482.4120551E-03,+562.8140643E-03,-1.0546875000E+00
+907.7500E-06,-309.0452222E-03,+414.5728605E-03,-732.4218750E-03
+908.0000E-06,-399.4974834E-03,+5.0251251E-03,-412.5976560E-03
+908.2500E-06,-160.8040184E-03,-17.5879397E-03,-148.9257810E-03
+908.5000E-06,+85.4271343E-03,-118.0904512E-03,+197.7539060E-03
+908.7500E-06,+218.5929627E-03,-344.2211016E-03,+556.6406250E-03
+909.0000E-06,+316.5829116E-03,-487.4371803E-03,+800.7812500E-03
+909.2500E-06,+482.4120551E-03,-660.8040132E-03,+1.1401367190E+00
+909.5000E-06,+718.5929576E-03,-809.0452170E-03,+1.5234375000E+00
+909.7500E-06,+781.4070270E-03,-964.8241103E-03,+1.7428588870E+00
+910.0000E-06,+726.1306453E-03,-1.2814070219E+00,+1.9995117190E+00
+910.2500E-06,+982.4120500E-03,-1.2864321470E+00,+2.2631835940E+00
+910.5000E-06,+1.2487437050E+00,-1.3241205891E+00,+2.5683593750E+00
+910.7500E-06,+1.2286432027E+00,-1.5050251097E+00,+2.7246093750E+00
+911.0000E-06,+1.2035175753E+00,-1.7713567647E+00,+2.9687500000E+00
+911.2500E-06,+1.4924622951E+00,-1.7060301327E+00,+3.1958007810E+00
+911.5000E-06,+1.6457286258E+00,-1.7311557601E+00,+3.3691406250E+00
+911.7500E-06,+1.6432160632E+00,-1.8718592762E+00,+3.5131835940E+00
+912.0000E-06,+1.4522612905E+00,-2.0879396764E+00,+3.5375976560E+00
+912.2500E-06,+1.7236180724E+00,-2.0552763595E+00,+3.7695312500E+00
+912.5000E-06,+1.8919597785E+00,-1.8919597785E+00,+3.7796020503E+00
+912.7500E-06,+1.7336683227E+00,-2.1030150535E+00,+3.8327026370E+00
+913.0000E-06,+1.6130653089E+00,-2.1683416855E+00,+3.7722778318E+00
+913.2500E-06,+1.8316582716E+00,-1.9472361603E+00,+3.7695312500E+00
+913.5000E-06,+1.8919597785E+00,-1.8492462113E+00,+3.7329101560E+00
+913.7500E-06,+1.7236180724E+00,-1.8944723411E+00,+3.6132812500E+00
+914.0000E-06,+1.6080401838E+00,-1.9321607831E+00,+3.5375976560E+00
+914.2500E-06,+1.6256281235E+00,-1.7964823922E+00,+3.4207153316E+00
+914.5000E-06,+1.6030150587E+00,-1.5703517418E+00,+3.1713867190E+00
+914.7500E-06,+1.3894472211E+00,-1.6432160632E+00,+3.0249023440E+00
+915.0000E-06,+1.2085427004E+00,-1.6055276212E+00,+2.8125000000E+00
+915.2500E-06,+1.3316582767E+00,-1.2412060173E+00,+2.5683593750E+00
+915.5000E-06,+1.1683416958E+00,-1.1633165707E+00,+2.3242187500E+00
+915.7500E-06,+942.2110454E-03,-1.1482411935E+00,+2.0898437500E+00
